area_type,bath,balcony,availabletomove,rectified_sqft,price
Built-up  Area,2.0,2.0,Yes,1224.0,105.0
Super built-up  Area,2.0,2.0,Yes,1350.0,68.0
Built-up  Area,2.0,1.0,Yes,940.0,56.8
Super built-up  Area,2.0,1.0,Yes,1100.0,55.0
Super built-up  Area,2.0,2.0,Yes,1300.0,61.0
Built-up  Area,2.0,0.0,Yes,1480.0,145.0
Super built-up  Area,2.0,2.0,Yes,1105.0,46.37
Plot  Area,3.0,2.0,No,2600.0,200.0
Super built-up  Area,3.0,2.0,No,1517.0,76.3
Built-up  Area,8.0,0.0,Yes,3800.0,200.0
Super built-up  Area,3.0,2.0,Yes,1615.0,89.75
Super built-up  Area,3.0,2.0,Yes,1500.0,65.0
Super built-up  Area,3.0,1.0,Yes,1082.0,50.5
Super built-up  Area,2.0,2.0,Yes,1365.0,73.0
Super built-up  Area,2.0,3.0,Yes,1000.0,25.0
Super built-up  Area,2.0,1.0,Yes,1392.0,98.0
Super built-up  Area,2.0,1.0,No,1086.0,33.66
Super built-up  Area,3.0,3.0,Yes,1586.0,93.94
Built-up  Area,2.0,1.0,Yes,1100.0,60.0
Super built-up  Area,2.0,1.0,No,1065.0,30.75
Plot  Area,2.0,1.0,Yes,1500.0,120.0
Built-up  Area,2.0,2.0,Yes,1575.0,120.0
Super built-up  Area,3.0,3.0,Yes,1975.0,123.0
Super built-up  Area,2.0,2.0,Yes,820.0,24.0
Super built-up  Area,3.0,2.0,Yes,1745.0,110.0
Super built-up  Area,2.0,1.0,Yes,1223.0,60.0
Super built-up  Area,2.0,1.0,Yes,1200.0,65.0
Super built-up  Area,2.0,0.0,Yes,1200.0,90.0
Super built-up  Area,1.0,1.0,No,665.0,46.08
Super built-up  Area,2.0,2.0,Yes,1351.0,70.0
Super built-up  Area,3.0,1.0,No,1355.0,83.87
Built-up  Area,3.0,2.0,Yes,3900.0,300.0
Super built-up  Area,3.0,1.0,No,1588.0,75.55
Carpet  Area,2.0,1.0,Yes,900.0,60.0
Plot  Area,3.0,0.0,Yes,440.0,50.0
Built-up  Area,4.0,2.0,No,3385.0,260.0
Super built-up  Area,2.0,2.0,Yes,1370.0,75.0
Plot  Area,3.0,1.0,No,1500.0,71.8
Super built-up  Area,3.0,2.0,Yes,2280.0,285.0
Super built-up  Area,3.0,2.0,No,1100.0,53.0
Built-up  Area,2.0,0.0,Yes,1247.0,53.0
Super built-up  Area,3.0,2.0,No,2000.0,200.0
Super built-up  Area,2.0,1.0,No,1020.07,68.38
Super built-up  Area,2.0,2.0,No,1033.0,32.0
Built-up  Area,2.0,3.0,Yes,1460.0,73.0
Super built-up  Area,2.0,2.0,Yes,1150.0,52.8
Super built-up  Area,5.0,2.0,Yes,5965.0,385.0
Super built-up  Area,2.0,1.0,Yes,1141.0,46.0
Super built-up  Area,6.0,0.0,Yes,2912.5,125.5
Plot  Area,4.0,3.0,Yes,4200.0,325.0
Super built-up  Area,2.0,3.0,No,1665.0,125.0
Super built-up  Area,2.0,2.0,No,1295.0,64.0
Super built-up  Area,2.0,1.0,No,1230.0,78.0
Super built-up  Area,2.0,2.0,Yes,1080.0,75.0
Super built-up  Area,2.0,1.0,Yes,1000.0,60.0
Super built-up  Area,2.0,0.0,Yes,2400.0,50.0
Super built-up  Area,1.0,0.0,No,630.5,32.79
Super built-up  Area,3.0,2.0,No,1708.0,75.0
Super built-up  Area,3.0,2.0,Yes,1697.0,115.0
Super built-up  Area,5.0,3.0,Yes,3537.0,210.0
Super built-up  Area,1.0,1.0,No,615.0,28.29
Built-up  Area,2.0,0.0,Yes,1350.0,83.0
Super built-up  Area,2.0,2.0,Yes,1530.0,66.4
Super built-up  Area,2.0,1.0,No,1083.0,32.49
Super built-up  Area,2.0,2.0,Yes,1460.0,65.0
Super built-up  Area,2.0,1.0,Yes,1084.0,58.0
Super built-up  Area,2.0,1.0,No,1035.0,41.43
Super built-up  Area,2.0,1.0,Yes,2400.0,150.0
Super built-up  Area,1.0,1.0,Yes,460.0,21.0
Super built-up  Area,5.0,2.0,Yes,950.0,90.0
Super built-up  Area,2.0,2.0,Yes,1285.0,55.9
Super built-up  Area,16.0,2.0,Yes,2000.0,490.0
Plot  Area,3.0,2.0,Yes,1200.0,78.0
Built-up  Area,2.0,1.0,Yes,1070.0,35.0
Super built-up  Area,3.0,2.0,Yes,1801.0,140.0
Super built-up  Area,3.0,2.0,No,1697.0,115.0
Super built-up  Area,2.0,2.0,Yes,1199.0,65.0
Super built-up  Area,3.0,1.0,Yes,2300.0,220.0
Super built-up  Area,2.0,3.0,Yes,1340.0,64.31
Super built-up  Area,4.0,3.0,Yes,3800.0,205.0
Plot  Area,5.0,2.0,Yes,600.0,50.0
Super built-up  Area,2.0,1.0,Yes,1125.0,75.0
Plot  Area,2.0,1.0,Yes,1200.0,67.0
Built-up  Area,2.0,3.0,Yes,1050.0,41.0
Built-up  Area,2.0,1.0,Yes,956.0,49.0
Super built-up  Area,2.0,2.0,Yes,1000.0,30.0
Built-up  Area,3.0,0.0,Yes,1596.0,95.0
Plot  Area,5.0,1.0,Yes,1200.0,150.0
Super built-up  Area,2.0,3.0,No,1296.0,89.06
Plot  Area,7.0,2.0,Yes,1200.0,170.0
Built-up  Area,3.0,3.0,Yes,1639.0,123.0
Super built-up  Area,2.0,1.0,Yes,1219.0,61.25
Built-up  Area,3.0,1.0,Yes,1200.0,50.0
Super built-up  Area,2.0,1.0,Yes,1218.0,73.0
Super built-up  Area,2.0,3.0,Yes,920.0,37.0
Super built-up  Area,3.0,2.0,Yes,2559.0,141.0
Super built-up  Area,1.0,1.0,No,525.0,26.0
Super built-up  Area,2.0,2.0,No,1427.0,48.51
Super built-up  Area,3.0,2.0,No,1270.0,45.0
Built-up  Area,2.0,3.0,Yes,920.0,65.0
Built-up  Area,3.0,2.0,Yes,2700.0,68.0
Super built-up  Area,3.0,2.0,Yes,1740.0,199.0
Built-up  Area,2.0,2.0,Yes,1355.0,40.0
Super built-up  Area,2.0,2.0,Yes,1530.0,90.0
Carpet  Area,2.0,1.0,Yes,1372.0,90.0
Super built-up  Area,5.0,2.0,Yes,2363.0,120.0
Super built-up  Area,4.0,3.0,Yes,3895.0,220.0
Super built-up  Area,3.0,2.0,No,1950.0,131.0
Built-up  Area,2.0,3.0,Yes,885.0,40.0
Built-up  Area,2.0,2.0,Yes,600.0,27.0
Plot  Area,4.0,1.0,Yes,1270.0,128.0
Plot  Area,2.0,0.0,Yes,1380.0,225.0
Super built-up  Area,2.0,2.0,Yes,1339.0,62.0
Super built-up  Area,2.0,1.0,Yes,1130.0,36.0
Built-up  Area,2.0,2.0,Yes,1085.0,43.0
Built-up  Area,3.0,2.0,Yes,1430.0,72.0
Carpet  Area,4.0,1.0,No,1451.5,121.0
Super built-up  Area,5.0,2.0,Yes,6200.0,720.0
Super built-up  Area,2.0,1.0,Yes,1490.0,59.6
Built-up  Area,4.0,0.0,Yes,1650.0,99.0
Super built-up  Area,2.0,2.0,Yes,1286.0,57.0
Built-up  Area,2.0,2.0,Yes,925.0,63.0
Super built-up  Area,4.0,3.0,Yes,3016.0,230.0
Built-up  Area,2.0,2.0,Yes,1000.0,44.0
Super built-up  Area,2.0,2.0,Yes,1215.0,39.0
Plot  Area,3.0,1.0,Yes,1200.0,95.0
Super built-up  Area,2.0,2.0,Yes,1336.0,100.0
Super built-up  Area,1.0,1.0,Yes,673.0,36.85
Plot  Area,2.0,1.0,Yes,1200.0,58.0
Plot  Area,7.0,2.0,Yes,600.0,63.0
Super built-up  Area,3.0,3.0,Yes,1600.0,160.0
Plot  Area,2.0,0.0,Yes,1200.0,79.0
Plot  Area,4.0,1.0,Yes,2480.0,750.0
Super built-up  Area,3.0,2.0,No,2500.0,270.0
Plot  Area,5.0,3.0,Yes,2400.0,100.0
Super built-up  Area,2.0,2.0,Yes,1143.0,65.0
Super built-up  Area,2.0,2.0,Yes,1470.0,61.74
Plot  Area,3.0,2.0,Yes,1584.0,145.0
Super built-up  Area,3.0,2.0,Yes,1785.0,94.0
Super built-up  Area,3.0,2.0,Yes,2292.0,286.0
Super built-up  Area,3.0,3.0,Yes,1460.0,71.0
Super built-up  Area,2.0,3.0,Yes,1500.0,80.0
Plot  Area,4.0,1.0,Yes,1200.0,140.0
Built-up  Area,3.0,2.0,Yes,3300.0,250.0
Super built-up  Area,2.0,2.0,Yes,1230.0,48.0
Super built-up  Area,1.0,1.0,Yes,650.0,20.0
Super built-up  Area,2.0,2.0,Yes,1480.0,120.0
Super built-up  Area,2.0,1.0,Yes,1220.0,43.92
Super built-up  Area,3.0,1.0,Yes,1570.0,115.0
Built-up  Area,3.0,3.0,Yes,3000.0,400.0
Super built-up  Area,3.0,2.0,Yes,1665.0,86.91
Plot  Area,3.0,1.0,Yes,1350.0,380.0
Plot  Area,5.0,2.0,Yes,4000.0,600.0
Plot  Area,2.0,0.0,Yes,1100.0,68.0
Super built-up  Area,2.0,1.0,Yes,1350.0,87.01
Built-up  Area,3.0,2.0,Yes,1719.0,116.0
Super built-up  Area,1.0,1.0,Yes,664.0,35.0
Super built-up  Area,2.0,1.0,No,1011.0,50.53
Built-up  Area,6.0,0.0,Yes,2400.0,130.0
Super built-up  Area,3.0,2.0,Yes,1680.0,85.0
Super built-up  Area,2.0,0.0,Yes,717.0,49.475
Plot  Area,4.0,2.0,Yes,700.0,110.0
Super built-up  Area,2.0,2.0,Yes,1520.0,150.0
Carpet  Area,2.0,2.0,Yes,1350.0,53.0
Super built-up  Area,3.0,2.0,No,1760.0,150.0
Super built-up  Area,2.0,1.0,Yes,875.0,33.0
Super built-up  Area,2.0,2.0,Yes,1231.0,48.0
Super built-up  Area,2.0,3.0,Yes,1174.0,74.0
Built-up  Area,3.0,3.0,Yes,1560.0,75.0
Super built-up  Area,2.0,2.0,Yes,1464.0,56.0
Plot  Area,3.0,2.0,Yes,2200.0,130.0
Built-up  Area,2.0,2.0,Yes,850.0,55.0
Built-up  Area,3.0,1.0,Yes,1750.0,180.0
Super built-up  Area,3.0,2.0,Yes,2024.0,157.0
Plot  Area,1.0,0.0,Yes,1500.0,160.0
Plot  Area,6.0,2.0,Yes,2100.0,275.0
Super built-up  Area,4.0,2.0,Yes,2408.0,260.0
Super built-up  Area,2.0,1.0,Yes,1080.0,44.0
Super built-up  Area,3.0,2.0,Yes,2070.0,225.0
Built-up  Area,2.0,1.0,No,1020.0,29.46
Super built-up  Area,2.0,3.0,Yes,1500.0,55.0
Plot  Area,5.0,1.0,Yes,1575.0,158.0
Plot  Area,4.0,1.0,Yes,3250.0,180.0
Super built-up  Area,2.0,1.0,Yes,1175.0,47.0
Super built-up  Area,2.0,1.0,Yes,1030.0,34.5
Super built-up  Area,2.0,1.0,No,1440.0,115.0
Built-up  Area,2.0,1.0,Yes,1500.0,84.0
Plot  Area,1.0,1.0,Yes,1380.0,62.1
Built-up  Area,2.0,3.0,Yes,1200.0,50.0
Built-up  Area,1.0,2.0,Yes,705.0,36.5
Super built-up  Area,5.0,2.0,Yes,2240.0,155.0
Super built-up  Area,3.0,1.0,Yes,1584.01,103.0
Super built-up  Area,3.0,3.0,Yes,1340.0,77.0
Super built-up  Area,3.0,2.0,Yes,1800.0,70.0
Super built-up  Area,2.0,3.0,Yes,1200.0,45.0
Super built-up  Area,1.0,1.0,No,685.0,40.0
Super built-up  Area,2.0,3.0,Yes,925.0,42.0
Super built-up  Area,2.0,2.0,Yes,1230.0,57.0
Plot  Area,5.0,1.0,Yes,1200.0,185.0
Super built-up  Area,2.0,1.0,Yes,1125.0,52.0
Super built-up  Area,2.0,1.0,Yes,1100.0,54.0
Plot  Area,3.0,2.0,No,2400.0,149.0
Super built-up  Area,2.0,2.0,No,1400.0,41.58
Plot  Area,7.0,2.0,Yes,1200.0,225.0
Super built-up  Area,3.0,1.0,Yes,1858.0,98.3
Plot  Area,1.0,1.0,Yes,1260.0,41.0
Built-up  Area,4.0,2.0,Yes,3530.0,290.0
Super built-up  Area,2.0,2.0,Yes,1185.0,60.0
Plot  Area,2.0,1.0,Yes,1200.0,216.0
Super built-up  Area,2.0,1.0,Yes,1255.0,58.0
Super built-up  Area,6.0,3.0,Yes,3436.0,475.0
Built-up  Area,3.0,2.0,Yes,1335.0,89.0
Super built-up  Area,3.0,2.0,Yes,1999.0,132.0
Plot  Area,2.0,1.0,Yes,1200.0,125.0
Super built-up  Area,3.0,2.0,Yes,1397.0,110.0
Plot  Area,10.0,2.0,Yes,1200.0,105.0
Super built-up  Area,4.0,2.0,Yes,3950.0,450.0
Plot  Area,2.0,1.0,Yes,1200.0,130.0
Plot  Area,3.0,0.0,Yes,1616.0,95.0
Plot  Area,7.0,2.0,Yes,1200.0,350.0
Built-up  Area,2.0,1.0,Yes,1270.0,175.0
Super built-up  Area,2.0,2.0,Yes,1140.0,38.55
Super built-up  Area,1.0,1.0,No,525.0,30.0
Plot  Area,2.0,1.0,Yes,1200.0,98.0
Built-up  Area,1.0,1.0,Yes,700.0,162.0
Super built-up  Area,2.0,1.0,No,1205.47,81.0
Plot  Area,3.0,2.0,Yes,1200.0,130.0
Super built-up  Area,3.0,2.0,Yes,1700.0,75.0
Plot  Area,4.0,0.0,Yes,750.0,62.0
Super built-up  Area,2.0,1.0,No,1090.0,54.54
Super built-up  Area,5.0,2.0,Yes,3600.0,220.0
Built-up  Area,1.0,0.0,Yes,2400.0,650.0
Super built-up  Area,1.0,1.0,No,923.0,60.84
Super built-up  Area,6.0,2.0,No,3595.0,360.0
Super built-up  Area,2.0,2.0,Yes,1050.0,48.0
Super built-up  Area,2.0,2.0,Yes,1495.0,79.5
Super built-up  Area,2.0,2.0,No,1664.0,93.865
Built-up  Area,3.0,2.0,Yes,1485.0,85.0
Super built-up  Area,2.0,2.0,No,1033.0,31.5
Super built-up  Area,2.0,1.0,Yes,1400.0,48.0
Built-up  Area,1.0,0.0,Yes,500.0,70.0
Super built-up  Area,2.0,1.0,Yes,944.0,35.0
Built-up  Area,5.0,0.0,Yes,3250.0,290.0
Super built-up  Area,2.0,1.0,No,1216.0,66.48
Super built-up  Area,2.0,1.0,Yes,1100.0,39.5
Super built-up  Area,3.0,2.0,Yes,1743.0,93.25
Super built-up  Area,2.0,2.0,Yes,1274.0,48.42
Super built-up  Area,3.0,2.0,Yes,2500.0,425.0
Super built-up  Area,2.0,2.0,Yes,1512.0,110.0
Super built-up  Area,5.0,1.0,Yes,3100.0,385.0
Super built-up  Area,3.0,3.0,Yes,1650.0,100.0
Built-up  Area,3.0,1.0,Yes,1875.0,55.0
Built-up  Area,3.0,2.0,Yes,1350.0,54.0
Super built-up  Area,2.0,2.0,Yes,1219.0,40.0
Plot  Area,4.0,1.0,Yes,1200.0,150.0
Plot  Area,3.0,3.0,Yes,2400.0,85.0
Super built-up  Area,2.0,1.0,Yes,1141.0,44.4
Super built-up  Area,2.0,1.0,Yes,1151.0,43.1
Plot  Area,3.0,1.0,Yes,832.0,77.0
Super built-up  Area,2.0,1.0,Yes,915.0,38.0
Plot  Area,3.0,0.0,Yes,3259.0,270.0
Super built-up  Area,2.0,1.0,No,1115.0,65.12
Super built-up  Area,4.0,2.0,Yes,2072.0,139.0
Super built-up  Area,2.0,2.0,Yes,1200.0,53.0
Super built-up  Area,2.0,2.0,Yes,1300.0,65.0
Super built-up  Area,2.0,2.0,Yes,1457.0,85.0
Super built-up  Area,2.0,2.0,Yes,1262.0,55.0
Plot  Area,3.0,1.0,Yes,1196.0,150.0
Super built-up  Area,2.0,2.0,No,900.0,22.5
Built-up  Area,1.0,1.0,Yes,420.0,17.0
Super built-up  Area,2.0,1.0,Yes,1160.0,46.39
Super built-up  Area,2.0,2.0,Yes,1115.0,50.0
Built-up  Area,2.0,1.0,Yes,1315.0,85.4
Built-up  Area,2.0,2.0,Yes,1500.0,57.0
Super built-up  Area,2.0,1.0,Yes,1127.0,68.0
Super built-up  Area,3.0,2.0,No,1397.0,104.0
Built-up  Area,2.0,1.0,No,1173.0,60.0
Super built-up  Area,2.0,2.0,Yes,1090.0,28.0
Super built-up  Area,5.0,2.0,Yes,2720.0,210.0
Super built-up  Area,2.0,1.0,No,1230.0,76.0
Super built-up  Area,3.0,3.0,Yes,3200.0,190.0
Super built-up  Area,2.0,1.0,No,858.0,31.57
Super built-up  Area,3.0,1.0,No,1868.0,121.0
Super built-up  Area,3.0,2.0,Yes,1689.28,91.2
Built-up  Area,3.0,2.0,Yes,600.0,73.0
Super built-up  Area,3.0,3.0,Yes,1425.0,49.88
Plot  Area,6.0,2.0,Yes,1200.0,170.0
Plot  Area,2.0,1.0,Yes,1350.0,100.0
Built-up  Area,6.0,0.0,Yes,4200.0,180.0
Super built-up  Area,2.0,1.0,Yes,1310.0,85.0
Super built-up  Area,2.0,2.0,No,3185.0,175.0
Super built-up  Area,2.0,1.0,Yes,970.0,40.0
Super built-up  Area,3.0,3.0,No,1397.0,108.0
Super built-up  Area,2.0,1.0,No,1157.0,40.0
Super built-up  Area,2.0,1.0,Yes,1125.0,61.2
Super built-up  Area,2.0,1.0,Yes,1157.0,42.0
Super built-up  Area,2.0,1.0,Yes,1241.0,82.0
Super built-up  Area,1.0,1.0,No,660.0,62.0
Built-up  Area,4.0,3.0,Yes,4000.0,220.0
Super built-up  Area,4.0,1.0,Yes,2340.0,148.0
Built-up  Area,1.0,1.0,Yes,596.0,42.0
Super built-up  Area,16.0,2.0,Yes,10000.0,550.0
Plot  Area,4.0,3.0,Yes,1200.0,110.0
Super built-up  Area,3.0,1.0,Yes,1910.0,190.0
Super built-up  Area,2.0,2.0,Yes,1139.0,80.0
Super built-up  Area,5.0,2.0,Yes,3122.0,225.0
Super built-up  Area,2.0,2.0,No,1033.0,28.41
Super built-up  Area,2.0,2.0,Yes,1168.0,64.08
Super built-up  Area,2.0,3.0,Yes,877.0,42.0
Built-up  Area,2.0,2.0,No,1340.0,75.0
Built-up  Area,2.0,2.0,Yes,1405.0,70.0
Super built-up  Area,3.0,3.0,Yes,1800.0,65.0
Built-up  Area,3.0,3.0,Yes,1750.0,149.0
Super built-up  Area,2.0,1.0,Yes,1360.0,65.0
Plot  Area,2.0,0.0,Yes,675.0,148.0
Super built-up  Area,2.0,1.0,No,985.0,63.0
Super built-up  Area,2.0,1.0,No,1300.0,129.0
Super built-up  Area,3.0,2.0,Yes,1850.0,150.0
Super built-up  Area,2.0,3.0,Yes,1490.0,88.0
Super built-up  Area,1.0,1.0,Yes,620.0,25.0
Super built-up  Area,2.0,1.0,No,1130.0,42.3
Super built-up  Area,2.0,2.0,Yes,1080.0,55.0
Built-up  Area,4.0,2.0,Yes,3126.0,120.0
Super built-up  Area,2.0,3.0,Yes,1410.0,52.17
Super built-up  Area,3.0,2.0,Yes,1375.0,59.0
Super built-up  Area,2.0,1.0,Yes,1290.0,94.5
Super built-up  Area,2.0,1.0,No,1318.0,85.28
Super built-up  Area,2.0,1.0,Yes,1128.0,68.0
Plot  Area,4.0,2.0,Yes,4428.0,255.0
Super built-up  Area,2.0,2.0,No,1051.0,56.74
Plot  Area,5.0,0.0,Yes,3500.0,275.0
Plot  Area,4.0,1.0,Yes,2400.0,130.0
Super built-up  Area,2.0,3.0,Yes,1327.0,85.0
Super built-up  Area,6.0,2.0,Yes,2912.0,210.0
Super built-up  Area,2.0,2.0,Yes,1301.0,55.0
Super built-up  Area,1.0,0.0,Yes,650.0,30.0
Plot  Area,3.0,1.0,No,1200.0,67.75
Super built-up  Area,2.0,2.0,Yes,1500.0,89.99
Plot  Area,6.0,2.0,Yes,2700.0,675.0
Plot  Area,4.0,2.0,Yes,1350.0,145.0
Built-up  Area,2.0,1.0,No,1000.0,28.88
Super built-up  Area,2.0,1.0,No,984.0,45.91
Super built-up  Area,3.0,1.0,No,1819.18,160.0
Built-up  Area,1.0,0.0,Yes,900.0,175.0
Super built-up  Area,3.0,1.0,No,1355.0,83.87
Super built-up  Area,4.0,1.0,Yes,2145.0,270.0
Super built-up  Area,4.0,3.0,Yes,2475.0,300.0
Super built-up  Area,2.0,0.0,No,1118.0,30.0
Super built-up  Area,1.0,1.0,Yes,910.0,42.0
Super built-up  Area,3.0,2.0,No,1250.0,39.0
Super built-up  Area,2.0,3.0,No,1304.0,100.0
Super built-up  Area,3.0,2.0,Yes,1615.0,58.0
Super built-up  Area,2.0,2.0,Yes,1400.0,68.0
Super built-up  Area,2.0,2.0,Yes,1070.0,47.5
Super built-up  Area,3.0,3.0,No,3500.0,395.0
Super built-up  Area,2.0,1.0,No,1132.0,89.37
Super built-up  Area,3.0,2.0,Yes,2000.0,85.0
Plot  Area,5.0,1.0,Yes,2400.0,550.0
Super built-up  Area,1.0,2.0,Yes,794.0,65.0
Super built-up  Area,2.0,2.0,Yes,1090.0,43.59
Super built-up  Area,3.0,2.0,Yes,1500.0,70.0
Super built-up  Area,3.0,2.0,Yes,2059.0,225.0
Super built-up  Area,2.0,1.0,No,1447.0,75.97
Super built-up  Area,2.0,1.0,No,1269.0,75.0
Plot  Area,4.0,0.0,No,4800.0,700.0
Super built-up  Area,2.0,2.0,Yes,1070.0,37.45
Super built-up  Area,2.0,0.0,Yes,1150.0,28.0
Super built-up  Area,2.0,2.0,Yes,1208.0,70.0
Super built-up  Area,2.0,1.0,Yes,1185.0,45.5
Plot  Area,3.0,1.0,Yes,1200.0,130.0
Super built-up  Area,2.0,1.0,Yes,888.0,34.0
Super built-up  Area,2.0,2.0,No,1015.0,25.88
Built-up  Area,1.0,1.0,Yes,532.0,22.49
Super built-up  Area,3.0,1.0,Yes,1060.0,62.0
Built-up  Area,1.0,1.0,Yes,700.0,35.0
Super built-up  Area,2.0,2.0,Yes,902.0,42.0
Plot  Area,3.0,3.0,Yes,600.0,95.0
Super built-up  Area,2.0,1.0,No,1365.0,122.0
Super built-up  Area,2.0,1.0,Yes,984.0,51.0
Plot  Area,2.0,2.0,Yes,2700.0,100.0
Super built-up  Area,3.0,2.0,Yes,1475.0,96.0
Super built-up  Area,2.0,2.0,Yes,1300.0,79.0
Plot  Area,6.0,1.0,Yes,1200.0,220.0
Built-up  Area,2.0,2.0,Yes,1453.0,43.59
Super built-up  Area,2.0,3.0,Yes,1550.0,160.0
Built-up  Area,3.0,2.0,Yes,1666.0,95.0
Plot  Area,4.0,2.0,Yes,1410.0,160.0
Plot  Area,5.0,3.0,No,4025.0,800.0
Super built-up  Area,3.0,3.0,Yes,1845.0,91.0
Super built-up  Area,3.0,3.0,Yes,1676.0,52.0
Super built-up  Area,2.0,1.0,No,1137.0,63.0
Super built-up  Area,2.0,1.0,Yes,1360.0,70.5
Super built-up  Area,2.0,2.0,Yes,1374.0,70.0
Built-up  Area,3.0,2.0,Yes,1700.0,155.0
Plot  Area,5.0,0.0,Yes,3227.0,250.0
Super built-up  Area,4.0,2.0,Yes,2145.0,125.0
Plot  Area,6.0,3.0,Yes,2400.0,600.0
Super built-up  Area,3.0,2.0,No,2170.0,151.0
Built-up  Area,2.0,1.0,Yes,1080.0,55.0
Built-up  Area,3.0,3.0,Yes,1790.0,100.0
Super built-up  Area,1.0,1.0,Yes,550.0,17.0
Built-up  Area,2.0,2.0,Yes,1033.0,48.0
Built-up  Area,2.0,1.0,Yes,1000.0,80.0
Super built-up  Area,6.0,2.0,No,2940.0,280.0
Super built-up  Area,2.0,2.0,Yes,1240.0,52.6
Plot  Area,5.0,1.0,Yes,1650.0,450.0
Built-up  Area,2.0,0.0,No,1500.0,97.0
Super built-up  Area,3.0,3.0,Yes,1730.0,139.0
Super built-up  Area,3.0,3.0,Yes,1915.0,80.0
Super built-up  Area,3.0,2.0,Yes,1545.0,79.0
Super built-up  Area,4.0,2.0,No,1865.0,140.0
Super built-up  Area,2.0,2.0,Yes,1150.0,40.0
Super built-up  Area,2.0,2.0,No,1200.0,49.0
Built-up  Area,2.0,2.0,Yes,963.0,40.0
Plot  Area,3.0,1.0,Yes,1200.0,120.0
Super built-up  Area,4.0,3.0,Yes,2600.0,260.0
Built-up  Area,4.0,2.0,Yes,1700.0,108.0
Super built-up  Area,3.0,1.0,Yes,1682.0,120.0
Built-up  Area,2.0,2.0,Yes,1371.0,65.0
Super built-up  Area,2.0,1.0,No,901.0,49.5
Plot  Area,7.0,0.0,Yes,600.0,73.0
Super built-up  Area,3.0,1.0,Yes,1730.0,120.0
Plot  Area,4.0,0.0,Yes,1200.0,125.0
Super built-up  Area,3.0,3.0,Yes,1500.0,102.0
Super built-up  Area,6.0,2.0,Yes,3785.0,280.0
Built-up  Area,4.0,2.0,Yes,3500.0,245.0
Carpet  Area,2.0,1.0,Yes,1203.0,59.86
Super built-up  Area,2.0,2.0,Yes,1357.0,54.0
Super built-up  Area,3.0,2.0,Yes,1600.0,76.0
Built-up  Area,1.0,1.0,Yes,350.0,13.5
Super built-up  Area,3.0,1.0,Yes,1665.0,53.0
Plot  Area,3.0,3.0,Yes,1400.0,200.0
Super built-up  Area,1.0,1.0,Yes,835.0,46.95
Plot  Area,3.0,2.0,Yes,815.0,160.0
Super built-up  Area,2.0,1.0,Yes,1444.0,80.0
Super built-up  Area,2.0,2.0,Yes,1277.0,55.0
Super built-up  Area,3.0,1.0,Yes,1521.0,94.71
Super built-up  Area,2.0,1.0,Yes,1134.0,40.0
Super built-up  Area,2.0,1.0,Yes,995.0,34.82
Super built-up  Area,5.0,2.0,Yes,2760.0,157.0
Built-up  Area,1.0,1.0,Yes,1325.0,92.0
Built-up  Area,6.0,2.0,Yes,4000.0,150.0
Built-up  Area,3.0,2.0,Yes,1525.0,90.0
Super built-up  Area,2.0,2.0,No,1320.0,73.0
Super built-up  Area,1.0,1.0,Yes,650.0,23.0
Built-up  Area,2.0,1.0,Yes,1858.0,167.0
Super built-up  Area,2.0,1.0,No,1150.0,38.0
Super built-up  Area,2.0,1.0,Yes,769.0,40.0
Super built-up  Area,3.0,2.0,Yes,1571.0,105.0
Super built-up  Area,3.0,1.0,Yes,1445.0,86.56
Super built-up  Area,2.0,2.0,Yes,1590.0,135.0
Super built-up  Area,2.0,2.0,Yes,902.0,49.0
Plot  Area,3.0,1.0,No,2238.0,140.0
Built-up  Area,2.0,1.0,No,1090.0,31.49
Built-up  Area,3.0,3.0,Yes,1712.0,82.0
Built-up  Area,2.0,1.0,Yes,1088.0,68.0
Super built-up  Area,3.0,3.0,Yes,1575.0,63.1
Plot  Area,6.0,3.0,Yes,2150.0,205.0
Super built-up  Area,3.0,2.0,Yes,1920.0,150.0
Plot  Area,2.0,0.0,Yes,1000.0,57.0
Super built-up  Area,2.0,2.0,No,1100.0,56.1
Super built-up  Area,2.0,2.0,Yes,1089.0,45.0
Built-up  Area,2.0,1.0,Yes,1106.0,43.09
Super built-up  Area,2.0,2.0,No,927.0,37.0
Super built-up  Area,2.0,2.0,Yes,1339.0,58.0
Built-up  Area,1.0,1.0,No,923.0,45.69
Plot  Area,3.0,2.0,No,2900.0,285.0
Super built-up  Area,2.0,2.0,Yes,1175.0,75.0
Built-up  Area,2.0,1.0,Yes,975.0,55.0
Super built-up  Area,4.0,1.0,Yes,2400.0,180.0
Super built-up  Area,3.0,2.0,Yes,1330.0,72.0
Super built-up  Area,2.0,1.0,No,1183.0,59.74
Super built-up  Area,3.0,2.0,Yes,1758.0,133.0
Plot  Area,3.0,2.0,Yes,1200.0,265.0
Plot  Area,4.0,2.0,Yes,600.0,110.0
Built-up  Area,2.0,2.0,Yes,1100.0,50.0
Super built-up  Area,2.0,2.0,No,1170.0,46.8
Built-up  Area,5.0,2.0,Yes,2400.0,120.0
Super built-up  Area,3.0,3.0,Yes,1530.0,51.77
Built-up  Area,2.0,2.0,No,1420.0,107.0
Plot  Area,4.0,2.0,Yes,1200.0,300.0
Plot  Area,6.0,3.0,Yes,1045.0,160.0
Super built-up  Area,3.0,1.0,No,1591.0,115.0
