area_type,bath,balcony,price,available to move,rectified_sqft
Super built-up  Area,4.0,2.0,160.0,Yes,2240.0
Built-up  Area,3.0,1.0,70.0,Yes,1275.0
Plot  Area,3.0,1.0,340.0,Yes,1200.0
Super built-up  Area,2.0,1.0,49.39,Yes,1140.0
Plot  Area,5.0,3.0,233.0,Yes,1500.0
Super built-up  Area,3.0,3.0,140.0,No,1724.0
Plot  Area,5.0,2.0,240.0,Yes,1508.0
Super built-up  Area,1.0,1.0,88.0,No,575.0
Built-up  Area,4.0,2.0,440.0,Yes,3680.0
Super built-up  Area,3.0,2.0,162.0,No,2330.0
Super built-up  Area,2.0,2.0,50.0,Yes,1175.0
Super built-up  Area,2.0,1.0,38.45,Yes,1100.0
Super built-up  Area,3.0,2.0,75.0,Yes,1510.0
Super built-up  Area,2.0,2.0,78.0,Yes,1430.0
Super built-up  Area,2.0,2.0,110.0,Yes,1036.0
Super built-up  Area,3.0,1.0,134.0,Yes,1981.0
Super built-up  Area,5.0,1.0,385.0,Yes,3100.0
Built-up  Area,2.0,0.0,70.0,Yes,1440.0
Plot  Area,4.0,2.0,170.0,Yes,6040.0
Super built-up  Area,2.0,2.0,13.5,Yes,675.0
Built-up  Area,2.0,1.0,53.5,Yes,1200.0
Super built-up  Area,3.0,2.0,89.61,Yes,1779.0
Super built-up  Area,3.0,2.0,135.0,Yes,2127.0
Super built-up  Area,2.0,1.0,36.44,Yes,1041.0
Super built-up  Area,2.0,1.0,50.0,No,1113.0
Super built-up  Area,2.0,3.0,48.0,Yes,1222.0
Plot  Area,3.0,1.0,660.0,Yes,4000.0
Plot  Area,3.0,2.0,149.0,Yes,1080.0
Super built-up  Area,3.0,3.0,79.8,Yes,1596.0
Plot  Area,4.0,1.0,99.0,Yes,1500.0
Plot  Area,2.0,1.0,105.0,Yes,1375.0
Super built-up  Area,2.0,1.0,24.86,No,975.0
Super built-up  Area,2.0,1.0,55.5,No,1155.0
Super built-up  Area,2.0,1.0,41.1,Yes,884.0
Built-up  Area,4.0,2.0,700.0,Yes,3200.0
Super built-up  Area,2.0,2.0,80.0,Yes,1460.0
Super built-up  Area,3.0,2.0,99.0,Yes,1770.0
Super built-up  Area,2.0,2.0,125.0,Yes,1517.0
Super built-up  Area,2.0,1.0,65.0,Yes,1600.0
Built-up  Area,3.0,2.0,120.0,Yes,2159.0
Super built-up  Area,2.0,3.0,60.0,Yes,1200.0
Plot  Area,7.0,2.0,130.0,Yes,1380.0
Super built-up  Area,1.0,1.0,115.0,Yes,1300.0
Super built-up  Area,4.0,2.0,242.0,No,4395.0
Built-up  Area,3.0,2.0,95.0,Yes,1222.0
Plot  Area,4.0,1.0,90.0,Yes,1350.0
Super built-up  Area,2.0,1.0,38.0,Yes,965.0
Plot  Area,4.0,2.0,190.0,Yes,3400.0
Built-up  Area,2.0,0.0,53.0,Yes,1247.0
Super built-up  Area,3.0,2.0,130.0,No,1920.0
Built-up  Area,1.0,1.0,18.5,Yes,500.0
Built-up  Area,3.0,3.0,82.0,Yes,1712.0
Super built-up  Area,2.0,1.0,63.0,No,1186.0
Super built-up  Area,4.0,3.0,175.0,Yes,2600.0
Plot  Area,4.0,2.0,255.0,Yes,4428.0
Super built-up  Area,2.0,2.0,100.0,Yes,1145.0
Super built-up  Area,2.0,2.0,63.0,Yes,1286.0
Built-up  Area,3.0,0.0,90.0,Yes,1340.0
Super built-up  Area,2.0,1.0,40.0,Yes,900.0
Built-up  Area,2.0,2.0,33.0,Yes,920.0
Built-up  Area,3.0,2.0,210.0,Yes,1710.0
Super built-up  Area,5.0,2.0,90.0,Yes,950.0
Built-up  Area,2.0,1.0,33.64,No,1165.0
Super built-up  Area,2.0,2.0,98.0,Yes,1500.0
Super built-up  Area,2.0,1.0,32.9,Yes,940.0
Super built-up  Area,3.0,2.0,252.0,Yes,2100.0
Plot  Area,3.0,1.0,250.0,Yes,1350.0
Built-up  Area,2.0,1.0,32.92,No,1140.0
Super built-up  Area,5.0,2.0,570.0,No,3301.8
Super built-up  Area,3.0,2.0,121.0,Yes,1859.0
Super built-up  Area,3.0,3.0,79.15,No,1498.0
Super built-up  Area,2.0,2.0,60.0,Yes,1073.0
Super built-up  Area,2.0,2.0,54.27,Yes,1340.0
Super built-up  Area,2.0,1.0,52.48,Yes,1105.0
Super built-up  Area,2.0,1.0,75.0,Yes,1245.0
Super built-up  Area,2.0,1.0,40.0,Yes,865.0
Built-up  Area,6.0,0.0,385.5,Yes,3854.5
Built-up  Area,3.0,1.0,177.0,No,2400.0
Super built-up  Area,2.0,0.0,93.865,No,1352.5
Super built-up  Area,2.0,2.0,27.68,No,1025.0
Super built-up  Area,4.0,2.0,199.0,Yes,3584.0
Built-up  Area,2.0,1.0,55.0,Yes,1070.0
Super built-up  Area,2.0,2.0,52.0,Yes,1200.0
Super built-up  Area,3.0,2.0,135.0,No,1706.0
Plot  Area,3.0,2.0,175.0,Yes,1200.0
Super built-up  Area,1.0,0.0,75.0,No,840.0
Plot  Area,3.0,1.0,165.0,Yes,1200.0
Super built-up  Area,2.0,3.0,50.0,Yes,1170.0
Super built-up  Area,3.0,2.0,85.0,Yes,2000.0
Super built-up  Area,2.0,1.0,62.5,Yes,985.0
Built-up  Area,4.0,2.0,300.0,Yes,3500.0
Plot  Area,3.0,1.0,217.0,Yes,15.0
Super built-up  Area,3.0,2.0,140.0,Yes,1820.0
Super built-up  Area,3.0,2.0,112.0,No,1810.0
Super built-up  Area,2.0,0.0,73.17,Yes,1355.0
Built-up  Area,3.0,3.0,60.0,Yes,1452.0
Super built-up  Area,3.0,1.0,129.0,No,1933.0
Built-up  Area,2.0,1.0,71.0,No,1192.0
Plot  Area,5.0,2.0,85.0,Yes,1200.0
Built-up  Area,2.0,3.0,65.0,Yes,1186.0
Super built-up  Area,2.0,3.0,80.0,Yes,1500.0
Super built-up  Area,1.0,1.0,54.0,No,660.0
Super built-up  Area,2.0,2.0,80.0,Yes,1377.0
Super built-up  Area,1.0,0.0,17.835,No,615.0
Super built-up  Area,3.0,2.0,127.0,No,1559.0
Super built-up  Area,2.0,1.0,44.3,Yes,1240.0
Super built-up  Area,2.0,2.0,59.0,Yes,2040.0
Super built-up  Area,3.0,3.0,220.0,Yes,2456.0
Super built-up  Area,2.0,1.0,63.59,Yes,1395.0
Super built-up  Area,2.0,0.0,42.0,Yes,1200.0
Super built-up  Area,2.0,2.0,40.0,Yes,1005.0
Super built-up  Area,2.0,2.0,80.0,Yes,1303.0
Built-up  Area,2.0,0.0,42.0,Yes,865.0
Super built-up  Area,2.0,2.0,40.42,Yes,1155.0
Super built-up  Area,3.0,2.0,127.0,No,1804.0
Super built-up  Area,2.0,2.0,55.0,Yes,1100.0
Plot  Area,4.0,0.0,90.0,Yes,1749.0
Super built-up  Area,2.0,2.0,80.0,No,1310.0
Super built-up  Area,3.0,3.0,120.0,Yes,1740.0
Super built-up  Area,2.0,1.0,39.33,Yes,1035.0
Super built-up  Area,3.0,3.0,175.0,No,2077.0
Plot  Area,5.0,2.0,395.0,Yes,2400.0
Super built-up  Area,2.0,2.0,70.0,Yes,1374.0
Plot  Area,1.0,1.0,80.0,Yes,1800.0
Built-up  Area,2.0,1.0,48.0,No,1100.0
Super built-up  Area,2.0,1.0,45.0,Yes,883.0
Super built-up  Area,3.0,1.0,59.0,Yes,1275.0
Super built-up  Area,2.0,1.0,35.84,Yes,1195.0
Super built-up  Area,2.0,1.0,55.0,Yes,1143.0
Super built-up  Area,3.0,2.0,120.0,Yes,700.0
Super built-up  Area,2.0,2.0,53.0,Yes,1310.0
Super built-up  Area,2.0,2.0,85.0,Yes,1352.0
Super built-up  Area,2.0,1.0,53.0,No,1100.0
Built-up  Area,2.0,1.0,51.0,Yes,120.0
Super built-up  Area,3.0,1.0,72.99,No,1500.0
Plot  Area,5.0,2.0,560.0,Yes,4166.0
Super built-up  Area,2.0,2.0,66.5,No,1385.0
Super built-up  Area,3.0,1.0,110.0,Yes,1700.0
Super built-up  Area,2.0,2.0,57.0,Yes,1153.0
Super built-up  Area,3.0,2.0,104.0,Yes,1863.0
Super built-up  Area,1.0,1.0,19.9,No,674.0
Super built-up  Area,2.0,3.0,79.0,Yes,1395.0
Super built-up  Area,2.0,2.0,80.0,Yes,1400.0
Super built-up  Area,4.0,3.0,550.0,Yes,3100.0
Super built-up  Area,2.0,2.0,78.0,Yes,1270.0
Super built-up  Area,2.0,2.0,102.0,Yes,1350.0
Super built-up  Area,2.0,1.0,73.0,Yes,1476.0
Super built-up  Area,4.0,2.0,306.0,Yes,2610.0
Super built-up  Area,3.0,3.0,45.15,Yes,1290.0
Super built-up  Area,2.0,3.0,55.0,Yes,1280.0
Super built-up  Area,3.0,1.0,149.0,Yes,2225.0
Plot  Area,4.0,1.0,275.0,Yes,3640.0
Plot  Area,5.0,3.0,275.0,Yes,2400.0
Super built-up  Area,2.0,1.0,60.0,No,1092.0
Built-up  Area,2.0,2.0,60.0,Yes,1300.0
Super built-up  Area,3.0,1.0,130.0,Yes,1800.0
Super built-up  Area,2.0,2.0,50.0,Yes,1040.0
Built-up  Area,1.0,1.0,15.0,Yes,520.0
Super built-up  Area,5.0,2.0,300.0,Yes,4303.0
Plot  Area,4.0,3.0,120.0,Yes,1200.0
Super built-up  Area,3.0,2.0,94.79,No,1697.0
Plot  Area,3.0,1.0,235.0,Yes,4000.0
Super built-up  Area,3.0,3.0,90.0,Yes,1410.0
Built-up  Area,2.0,0.0,34.0,Yes,845.0
Built-up  Area,1.0,1.0,34.3,No,693.0
Super built-up  Area,2.0,2.0,48.0,Yes,1200.0
Super built-up  Area,2.0,2.0,42.6,Yes,1200.0
Super built-up  Area,2.0,1.0,97.0,Yes,1345.0
Super built-up  Area,3.0,2.0,165.0,Yes,2505.0
Built-up  Area,3.0,2.0,130.0,Yes,1702.0
Super built-up  Area,4.0,2.0,900.0,Yes,6729.0
Carpet  Area,2.0,3.0,52.8,Yes,875.0
Super built-up  Area,3.0,2.0,68.0,Yes,1570.0
Super built-up  Area,3.0,2.0,100.0,Yes,1893.0
Super built-up  Area,2.0,0.0,39.0,Yes,1100.0
Super built-up  Area,3.0,2.0,130.0,No,1860.0
Super built-up  Area,2.0,0.0,65.0,Yes,1120.0
Plot  Area,3.0,2.0,188.0,Yes,1200.0
Super built-up  Area,1.0,1.0,35.0,Yes,545.0
Plot  Area,3.0,1.0,88.0,Yes,750.0
Super built-up  Area,3.0,2.0,51.98,No,1650.0
Built-up  Area,3.0,3.0,290.0,Yes,2300.0
Super built-up  Area,3.0,2.0,78.0,Yes,1560.0
Super built-up  Area,3.0,3.0,138.0,Yes,2041.0
Super built-up  Area,2.0,1.0,37.83,No,1310.0
Carpet  Area,3.0,3.0,120.0,Yes,1700.0
Super built-up  Area,3.0,2.0,110.0,Yes,1725.0
Super built-up  Area,2.0,1.0,46.0,Yes,1085.0
Plot  Area,3.0,1.0,56.12,No,1200.0
Super built-up  Area,2.0,2.0,80.0,Yes,1200.0
Super built-up  Area,2.0,2.0,125.0,Yes,1560.0
Super built-up  Area,2.0,1.0,61.0,No,1040.0
Built-up  Area,6.0,0.0,85.0,Yes,2000.0
Super built-up  Area,2.0,2.0,58.0,Yes,1245.0
Super built-up  Area,2.0,2.0,50.0,Yes,1200.0
Super built-up  Area,2.0,2.0,62.93,Yes,1450.0
Super built-up  Area,2.0,1.0,170.0,Yes,1370.0
Super built-up  Area,2.0,3.0,58.25,Yes,1355.0
Built-up  Area,2.0,1.0,60.0,Yes,1300.0
Plot  Area,4.0,2.0,100.0,Yes,1200.0
Plot  Area,5.0,2.0,200.0,Yes,1200.0
Super built-up  Area,3.0,2.0,115.0,Yes,1760.0
Plot  Area,9.0,2.0,166.0,Yes,4500.0
Super built-up  Area,2.0,1.0,53.0,Yes,1000.0
Built-up  Area,6.0,2.0,175.0,Yes,4300.0
Plot  Area,4.0,0.0,150.0,Yes,1575.0
Super built-up  Area,2.0,1.0,50.0,Yes,1250.0
Super built-up  Area,2.0,2.0,58.0,Yes,1135.0
Super built-up  Area,2.0,1.0,58.0,Yes,957.0
Super built-up  Area,1.0,1.0,285.0,Yes,1400.0
Super built-up  Area,2.0,1.0,67.0,Yes,1160.0
Super built-up  Area,3.0,2.0,166.0,Yes,1804.0
Super built-up  Area,1.0,1.0,18.0,Yes,500.0
Super built-up  Area,2.0,1.0,45.47,No,980.0
Built-up  Area,2.0,3.0,44.0,Yes,1150.0
Super built-up  Area,3.0,3.0,68.0,Yes,1630.0
Built-up  Area,3.0,2.0,142.0,Yes,2300.0
Built-up  Area,3.0,2.0,74.0,Yes,1480.0
Built-up  Area,2.0,3.0,50.0,Yes,960.0
Built-up  Area,2.0,3.0,75.0,Yes,1250.0
Plot  Area,3.0,0.0,135.0,Yes,1670.0
Super built-up  Area,2.0,2.0,49.0,Yes,902.0
Super built-up  Area,2.0,1.0,75.0,Yes,1047.0
Super built-up  Area,2.0,2.0,113.0,No,1260.0
Built-up  Area,2.0,1.0,45.0,Yes,1065.0
Super built-up  Area,2.0,2.0,47.0,No,1235.0
Super built-up  Area,2.0,2.0,65.0,Yes,1492.0
Super built-up  Area,2.0,2.0,33.0,Yes,1000.0
Super built-up  Area,2.0,2.0,37.8,Yes,1200.0
Built-up  Area,2.0,1.0,80.0,Yes,1400.0
Super built-up  Area,3.0,2.0,205.0,Yes,1900.0
Super built-up  Area,2.0,2.0,160.0,Yes,1600.0
Built-up  Area,3.0,1.0,150.0,Yes,1850.0
Super built-up  Area,3.0,2.0,125.0,Yes,1829.0
Carpet  Area,1.0,0.0,19.695,No,458.0
Super built-up  Area,3.0,2.0,165.0,Yes,1903.0
Super built-up  Area,3.0,2.0,50.87,Yes,1615.0
Super built-up  Area,2.0,1.0,94.84,No,1356.0
Super built-up  Area,2.0,1.0,24.0,Yes,870.0
Super built-up  Area,1.0,1.0,35.0,No,607.0
Super built-up  Area,2.0,2.0,62.0,Yes,1112.0
Plot  Area,4.0,3.0,179.0,Yes,1200.0
Super built-up  Area,2.0,2.0,72.0,Yes,1352.0
Plot  Area,6.0,2.0,98.0,Yes,800.0
Super built-up  Area,2.0,1.0,54.0,Yes,1300.0
Plot  Area,3.0,2.0,125.0,Yes,1200.0
Plot  Area,4.0,1.0,150.0,No,2200.0
Super built-up  Area,3.0,3.0,76.1,Yes,1583.0
Built-up  Area,1.0,1.0,105.0,Yes,750.0
Built-up  Area,1.0,1.0,10.0,No,340.0
Built-up  Area,3.0,3.0,140.0,Yes,1800.0
Super built-up  Area,2.0,1.0,57.5,Yes,1255.0
Super built-up  Area,3.0,2.0,125.0,Yes,1847.0
Super built-up  Area,2.0,3.0,38.0,Yes,925.0
Super built-up  Area,3.0,2.0,58.0,Yes,1576.0
Built-up  Area,3.0,1.0,78.8,Yes,1490.0
Plot  Area,5.0,0.0,130.0,Yes,1600.0
Super built-up  Area,2.0,2.0,60.0,Yes,1400.0
Built-up  Area,7.0,2.0,90.0,No,4000.0
Built-up  Area,2.0,0.0,20.0,Yes,750.0
Built-up  Area,1.0,0.0,45.0,Yes,600.0
Super built-up  Area,3.0,3.0,100.0,Yes,1500.0
Plot  Area,3.0,1.0,128.0,Yes,806.0
Super built-up  Area,2.0,2.0,121.0,No,2283.0
Super built-up  Area,2.0,2.0,45.0,Yes,1285.0
Plot  Area,4.0,1.0,95.0,Yes,720.0
Plot  Area,4.0,1.0,139.0,Yes,2000.0
Plot  Area,4.0,3.0,400.0,Yes,4382.0
Plot  Area,5.0,1.0,390.0,Yes,4830.0
Super built-up  Area,1.0,1.0,34.0,No,658.0
Super built-up  Area,3.0,3.0,115.0,Yes,1864.0
Super built-up  Area,2.0,2.0,44.0,Yes,1140.0
Built-up  Area,3.0,2.0,160.0,Yes,1991.0
Super built-up  Area,2.0,1.0,82.0,No,1246.0
Super built-up  Area,3.0,2.0,62.71,Yes,1278.0
Super built-up  Area,2.0,2.0,32.0,Yes,845.0
Super built-up  Area,3.0,2.0,55.0,No,1275.0
Super built-up  Area,2.0,2.0,64.08,Yes,1169.0
Plot  Area,3.0,3.0,100.0,Yes,1500.0
Super built-up  Area,2.0,2.0,79.0,Yes,1361.0
Super built-up  Area,2.0,1.0,42.0,Yes,1090.0
Super built-up  Area,3.0,2.0,60.0,Yes,1615.0
Super built-up  Area,2.0,1.0,80.91,Yes,1515.0
Plot  Area,2.0,0.0,110.0,Yes,750.0
Super built-up  Area,2.0,2.0,55.0,Yes,1152.0
Super built-up  Area,2.0,3.0,44.42,Yes,1410.0
Built-up  Area,3.0,3.0,72.0,Yes,1450.0
Super built-up  Area,2.0,1.0,33.0,Yes,1051.0
Super built-up  Area,2.0,2.0,40.0,Yes,1255.0
Super built-up  Area,2.0,1.0,77.0,Yes,1210.0
Super built-up  Area,2.0,2.0,52.0,Yes,1150.0
Built-up  Area,4.0,2.0,460.0,Yes,3290.0
Super built-up  Area,3.0,2.0,150.0,Yes,1750.0
Super built-up  Area,2.0,1.0,46.29,No,900.0
Super built-up  Area,2.0,2.0,36.25,Yes,1110.0
Super built-up  Area,2.0,1.0,44.0,Yes,1100.0
Super built-up  Area,2.0,2.0,68.0,Yes,1432.0
Super built-up  Area,2.0,0.0,75.0,Yes,1602.0
Super built-up  Area,3.0,2.0,77.99,Yes,1300.0
Built-up  Area,5.0,1.0,250.0,Yes,1800.0
Built-up  Area,1.0,1.0,18.0,Yes,450.0
Super built-up  Area,2.0,1.0,88.0,Yes,1331.0
Super built-up  Area,4.0,0.0,260.5,No,3181.0
Super built-up  Area,2.0,1.0,41.36,Yes,1105.0
Plot  Area,2.0,1.0,62.0,No,1020.0
Super built-up  Area,2.0,2.0,48.0,Yes,1100.0
Plot  Area,4.0,1.0,300.0,Yes,2000.0
Super built-up  Area,8.0,3.0,310.0,Yes,3300.0
Built-up  Area,5.0,1.0,140.0,Yes,2845.0
Super built-up  Area,1.0,1.0,23.1,Yes,660.0
Super built-up  Area,2.0,1.0,77.0,Yes,1050.0
Super built-up  Area,3.0,2.0,83.0,Yes,1550.0
Super built-up  Area,2.0,2.0,60.0,Yes,1235.0
Super built-up  Area,3.0,2.0,42.0,No,1250.0
Super built-up  Area,2.0,2.0,55.0,Yes,982.0
Super built-up  Area,1.0,1.0,36.85,Yes,672.0
Super built-up  Area,2.0,2.0,57.0,Yes,1150.0
Super built-up  Area,2.0,2.0,63.0,Yes,1314.0
Built-up  Area,2.0,1.0,40.0,Yes,808.0
Built-up  Area,2.0,1.0,75.0,Yes,1150.0
Super built-up  Area,2.0,2.0,34.97,No,1166.0
Super built-up  Area,3.0,2.0,68.29,No,1630.0
Super built-up  Area,3.0,3.0,105.0,Yes,1580.0
Super built-up  Area,1.0,1.0,25.0,Yes,400.0
Super built-up  Area,4.0,2.0,184.0,Yes,2280.0
Built-up  Area,3.0,1.0,220.0,Yes,1800.0
Super built-up  Area,3.0,3.0,55.0,Yes,1360.0
Super built-up  Area,3.0,2.0,65.0,Yes,1450.0
Super built-up  Area,2.0,2.0,37.0,Yes,1015.0
Super built-up  Area,4.0,3.0,230.0,Yes,3250.0
Super built-up  Area,3.0,3.0,95.0,Yes,1800.0
Built-up  Area,3.0,1.0,65.0,Yes,1370.07
Super built-up  Area,2.0,2.0,40.0,Yes,1050.0
Plot  Area,4.0,2.0,480.0,Yes,2400.0
Super built-up  Area,3.0,2.0,56.0,Yes,1464.0
Built-up  Area,2.0,2.0,40.0,Yes,710.0
Super built-up  Area,2.0,2.0,60.0,Yes,1551.0
Super built-up  Area,2.0,2.0,45.0,Yes,1050.0
Super built-up  Area,3.0,3.0,66.0,No,1611.0
Super built-up  Area,2.0,1.0,68.0,Yes,1040.0
Super built-up  Area,2.0,1.0,40.6,Yes,1155.0
Super built-up  Area,2.0,2.0,90.0,Yes,1206.0
Super built-up  Area,2.0,1.0,49.87,Yes,1050.0
Super built-up  Area,3.0,3.0,66.0,Yes,1245.0
Super built-up  Area,4.0,1.0,245.0,Yes,2400.0
Super built-up  Area,2.0,1.0,75.0,Yes,1190.0
Super built-up  Area,2.0,1.0,56.0,No,1150.0
Plot  Area,5.0,2.0,700.0,Yes,2400.0
Super built-up  Area,2.0,1.0,48.95,Yes,1020.0
Super built-up  Area,3.0,3.0,250.0,Yes,1700.0
Super built-up  Area,3.0,3.0,125.0,Yes,1580.0
Super built-up  Area,3.0,2.0,58.0,Yes,1590.0
Plot  Area,4.0,3.0,100.0,Yes,2800.0
Super built-up  Area,2.0,2.0,38.0,Yes,907.0
Super built-up  Area,4.0,1.0,246.0,Yes,3628.0
Plot  Area,3.0,2.0,58.0,Yes,600.0
Super built-up  Area,2.0,2.0,59.52,Yes,1240.0
Plot  Area,4.0,3.0,250.0,No,3170.0
Plot  Area,3.0,0.0,200.0,Yes,1200.0
Super built-up  Area,2.0,1.0,77.3,No,1183.0
Built-up  Area,2.0,1.0,104.0,Yes,1333.0
Super built-up  Area,2.0,1.0,25.4,No,850.0
Super built-up  Area,2.0,1.0,76.0,No,1230.0
Built-up  Area,3.0,2.0,48.0,No,1650.0
Super built-up  Area,3.0,1.0,215.0,Yes,2479.13
Built-up  Area,3.0,2.0,63.0,Yes,1559.0
Plot  Area,4.0,2.0,2340.0,Yes,10624.0
Super built-up  Area,2.0,2.0,46.0,Yes,920.0
Super built-up  Area,2.0,1.0,47.0,No,957.0
Plot  Area,3.0,2.0,56.58,No,1200.0
Super built-up  Area,3.0,2.0,75.0,Yes,1600.0
Super built-up  Area,2.0,2.0,48.0,Yes,1075.0
Super built-up  Area,3.0,3.0,47.57,No,1510.0
Super built-up  Area,3.0,2.0,165.0,Yes,1826.0
Super built-up  Area,5.0,3.0,318.0,No,3560.0
Super built-up  Area,2.0,2.0,51.46,Yes,1430.0
Super built-up  Area,3.0,1.0,115.0,No,1560.0
Super built-up  Area,3.0,1.0,200.0,Yes,2061.0
Super built-up  Area,5.0,2.0,275.0,Yes,3005.0
Built-up  Area,2.0,1.0,45.0,Yes,924.0
Super built-up  Area,1.0,1.0,15.0,Yes,410.0
Super built-up  Area,4.0,2.0,100.0,Yes,1917.0
Super built-up  Area,3.0,2.0,105.0,Yes,1863.0
Super built-up  Area,2.0,0.0,71.195,Yes,1260.0
Built-up  Area,2.0,2.0,75.0,Yes,1470.0
Built-up  Area,2.0,2.0,42.0,Yes,1070.0
Plot  Area,10.0,2.0,105.0,Yes,1200.0
Super built-up  Area,2.0,1.0,38.67,Yes,1105.0
Super built-up  Area,2.0,3.0,25.0,Yes,1000.0
Super built-up  Area,2.0,1.0,42.8,Yes,1070.0
Plot  Area,3.0,1.0,67.75,No,1200.0
Super built-up  Area,2.0,2.0,73.43,Yes,1335.0
Super built-up  Area,3.0,1.0,89.0,Yes,1844.0
Super built-up  Area,2.0,1.0,69.84,No,1225.0
Super built-up  Area,2.0,1.0,58.0,No,966.0
Super built-up  Area,2.0,1.0,43.0,Yes,1107.0
Built-up  Area,7.0,3.0,160.0,Yes,3600.0
Super built-up  Area,2.0,2.0,35.0,No,1000.0
Carpet  Area,2.0,2.0,50.0,Yes,975.0
Super built-up  Area,6.0,2.0,360.0,No,3595.0
Super built-up  Area,2.0,2.0,65.0,Yes,1093.0
Built-up  Area,1.0,1.0,20.5,Yes,640.0
Super built-up  Area,4.0,3.0,218.0,Yes,3150.0
Super built-up  Area,2.0,2.0,55.0,Yes,1150.0
Super built-up  Area,2.0,1.0,35.28,No,955.0
Super built-up  Area,2.0,1.0,47.65,Yes,1125.0
Super built-up  Area,2.0,3.0,80.0,Yes,1180.0
Built-up  Area,1.0,1.0,12.5,Yes,450.0
Super built-up  Area,3.0,3.0,80.0,Yes,1520.0
Super built-up  Area,3.0,1.0,125.0,Yes,1724.0
Built-up  Area,2.0,2.0,105.0,Yes,1224.0
Super built-up  Area,3.0,3.0,96.0,Yes,1855.0
Plot  Area,2.0,0.0,95.0,Yes,1200.0
Super built-up  Area,1.0,1.0,15.0,Yes,500.0
Super built-up  Area,1.0,1.0,40.0,Yes,605.0
Plot  Area,8.0,0.0,140.0,Yes,1200.0
Super built-up  Area,2.0,2.0,59.0,Yes,1404.0
Built-up  Area,3.0,1.0,72.0,Yes,1350.0
Super built-up  Area,2.0,1.0,82.0,Yes,1309.0
Super built-up  Area,2.0,1.0,58.0,Yes,975.0
Super built-up  Area,4.0,3.0,155.0,Yes,2515.0
Super built-up  Area,3.0,1.0,99.0,No,1670.0
Super built-up  Area,3.0,2.0,112.0,Yes,1690.0
Plot  Area,3.0,3.0,96.25,Yes,1200.0
Super built-up  Area,2.0,1.0,84.5,Yes,1231.0
Super built-up  Area,2.0,3.0,42.0,Yes,877.0
Super built-up  Area,2.0,1.0,54.1,No,1025.0
Super built-up  Area,2.0,3.0,75.0,Yes,1471.0
Super built-up  Area,3.0,3.0,220.0,Yes,2200.0
Super built-up  Area,2.0,2.0,39.29,No,1120.0
Super built-up  Area,2.0,1.0,52.0,Yes,1200.0
Built-up  Area,2.0,1.0,50.0,Yes,2100.0
Super built-up  Area,2.0,2.0,43.0,Yes,1027.0
Super built-up  Area,2.0,1.0,49.82,Yes,925.0
Plot  Area,6.0,2.0,400.0,No,825.0
Plot  Area,3.0,0.0,250.0,Yes,3000.0
Super built-up  Area,2.0,3.0,35.0,Yes,980.0
Built-up  Area,2.0,1.0,60.0,Yes,1190.0
Plot  Area,3.0,1.0,250.0,Yes,2400.0
Super built-up  Area,3.0,3.0,78.0,Yes,1735.0
Super built-up  Area,1.0,0.0,19.8,No,412.5
Super built-up  Area,1.0,0.0,39.0,Yes,775.0
Plot  Area,5.0,3.0,85.0,Yes,1533.0
Super built-up  Area,3.0,2.0,135.0,No,1856.0
Built-up  Area,3.0,2.0,180.0,Yes,2250.0
Super built-up  Area,2.0,2.0,34.5,Yes,893.0
Super built-up  Area,3.0,2.0,119.0,Yes,1900.0
Plot  Area,4.0,2.0,135.0,Yes,1250.0
Plot  Area,4.0,3.0,195.0,Yes,1200.0
Super built-up  Area,6.0,2.0,237.0,Yes,3122.0
Super built-up  Area,1.0,1.0,31.2,Yes,700.0
Super built-up  Area,2.0,3.0,78.0,Yes,1400.0
Super built-up  Area,3.0,2.0,110.0,No,1713.0
Super built-up  Area,3.0,3.0,77.59,No,1466.0
Super built-up  Area,2.0,1.0,65.35,No,1128.0
Super built-up  Area,2.0,3.0,48.0,Yes,1020.0
Super built-up  Area,3.0,3.0,75.0,Yes,1465.0
Built-up  Area,2.0,2.0,65.0,Yes,1488.0
Super built-up  Area,2.0,2.0,76.23,No,924.0
Super built-up  Area,2.0,1.0,115.0,Yes,1441.0
Super built-up  Area,2.0,3.0,160.0,Yes,1550.0
Super built-up  Area,3.0,2.0,298.0,No,2171.66
Plot  Area,2.0,1.0,48.0,Yes,880.0
Super built-up  Area,2.0,2.0,55.0,Yes,1339.0
Plot  Area,3.0,2.0,162.0,Yes,1500.0
Super built-up  Area,2.0,2.0,38.55,Yes,1144.0
Built-up  Area,3.0,2.0,110.0,Yes,1020.0
Super built-up  Area,2.0,1.0,181.0,Yes,1541.0
Super built-up  Area,2.0,3.0,43.0,Yes,1050.0
Super built-up  Area,2.0,2.0,63.0,Yes,1190.0
Super built-up  Area,1.0,1.0,31.75,No,648.0
Built-up  Area,2.0,1.0,60.0,Yes,1140.0
Super built-up  Area,3.0,2.0,103.0,No,1689.0
Super built-up  Area,3.0,2.0,115.0,Yes,1706.0
Super built-up  Area,2.0,2.0,50.0,Yes,1175.0
Built-up  Area,3.0,2.0,64.0,No,1300.0
Plot  Area,8.0,2.0,70.0,No,600.0
Super built-up  Area,2.0,2.0,43.5,No,1230.0
Super built-up  Area,2.0,2.0,59.0,Yes,1266.0
Built-up  Area,2.0,2.0,88.0,Yes,1600.0
Super built-up  Area,2.0,3.0,53.6,Yes,1340.0
Plot  Area,4.0,1.0,90.0,Yes,1000.0
